GO.ID	Term
GO:0072657	Protein localization to membrane
GO:0072659	Protein localization to plasma membrane
GO:0075713	Establishment of integrated proviral latency
GO:0080030	Methyl indole-3-acetate esterase activity
GO:0080090	Regulation of primary metabolic process
GO:0080120	CAAX-box protein maturation
GO:0080134	Regulation of response to stress
GO:0080135	Regulation of cellular response to stress
GO:0080146	L-cysteine desulfhydrase activity
GO:0090066	Regulation of anatomical structure size
GO:0090068	Positive regulation of cell cycle process
GO:0090069	Regulation of ribosome biogenesis
GO:0090071	Negative regulation of ribosome biogenesis
GO:0090079	Translation regulator activity, nucleic acid binding
GO:0090116	C-5 methylation of cytosine
GO:0090150	Establishment of protein localization to membrane
GO:0090293	Nitrogen catabolite regulation of transcription
GO:0090294	Nitrogen catabolite activation of transcription
GO:0090295	Nitrogen catabolite repression of transcription
GO:0090304	Nucleic acid metabolic process
GO:0090305	Nucleic acid phosphodiester bond hydrolysis
GO:0090329	Regulation of DNA-templated DNA replication
GO:0090407	Organophosphate biosynthetic process
GO:0090482	Vitamin transmembrane transporter activity
GO:0090501	RNA phosphodiester bond hydrolysis
GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic
GO:0090503	RNA phosphodiester bond hydrolysis, exonucleolytic
GO:0090529	Cell septum assembly
GO:0090563	Protein-phosphocysteine-sugar phosphotransferase activity
GO:0090587	Protein-phosphocysteine-glucosamine phosphotransferase system transporter activity
GO:0090588	protein-phosphocysteine-N-acetylmuramate phosphotransferase system transporter activity
GO:0090589	Protein-phosphocysteine-trehalose phosphotransferase system transporter activity
GO:0090599	Alpha-glucosidase activity
GO:0090604	Surface biofilm formation
GO:0090605	Submerged biofilm formation
GO:0090606	Single-species surface biofilm formation
GO:0090609	Single-species submerged biofilm formation
GO:0090729	Toxin activity
GO:0097054	L-glutamate biosynthetic process
GO:0097056	selenocysteinyl-tRNA(Sec) biosynthetic process
GO:0097063	Cadmium ion sensor activity
GO:0097159	Organic cyclic compound binding
GO:0097163	Sulfur carrier activity
GO:0097164	Ammonium ion metabolic process
GO:0097172	N-acetylmuramic acid metabolic process
GO:0097173	N-acetylmuramic acid catabolic process
GO:0097237	Cellular response to toxic substance
GO:0097292	XMP metabolic process
GO:0097293	XMP biosynthetic process
GO:0097311	Bacterial biofilm matrix
GO:0097339	Glycolate transmembrane transport
GO:0097367	Carbohydrate derivative binding
GO:0097428	Protein maturation by iron-sulfur cluster transfer
GO:0097501	Stress response to metal ion
GO:0097506	Deaminated base DNA N-glycosylase activity
GO:0097510	Base-excision repair, AP site formation via deaminated base removal
GO:0097573	Glutathione oxidoreductase activity
GO:0097588	Archaeal or bacterial-type flagellum-dependent cell motility
GO:0097599	Xylanase activity
GO:0097659	Nucleic acid-templated transcription
GO:0097747	RNA polymerase activity
GO:0098533	ATPase dependent transmembrane transport complex
GO:0098542	Defense response to other organism
GO:0098552	Side of membrane
GO:0098562	Cytoplasmic side of membrane
GO:0098627	Protein arginine phosphatase activity
GO:0098630	Aggregation of unicellular organisms
GO:0098655	Cation transmembrane transport
GO:0098656	Anion transmembrane transport
GO:0098657	Import into cell
GO:0098659	Inorganic cation import across plasma membrane
GO:0098660	Inorganic ion transmembrane transport
GO:0098661	Inorganic anion transmembrane transport
GO:0098662	Inorganic cation transmembrane transport
GO:0098704	Carbohydrate import across plasma membrane
GO:0098719	Sodium ion import across plasma membrane
GO:0098732	Macromolecule deacylation
GO:0098739	Import across plasma membrane
GO:0098743	Cell aggregation
GO:0098754	Detoxification
GO:0098771	Inorganic ion homeostasis
GO:0098772	Molecular function regulator activity
GO:0098776	Protein transport across the cell outer membrane
GO:0098796	Membrane protein complex
GO:0098797	Plasma membrane protein complex
GO:0098809	Nitrite reductase activity
GO:0098813	Nuclear chromosome segregation
GO:0098857	Membrane microdomain
GO:0098869	Cellular oxidant detoxification
GO:0099046	Clearance of foreign intracellular nucleic acids
GO:0099116	tRNA 5-end processing
GO:0099587	Inorganic ion import across plasma membrane
GO:0101030	tRNA-guanine transglycosylation
GO:0101031	Chaperone complex
GO:0102025	ABC-type thiosulfate transporter activity
GO:0102027	S-adenosylmethionine:2-demethylquinol-8 methyltransferase activity
GO:0102039	Alkylhydroperoxide reductase activity
GO:0102094	S-adenosylmethionine:2-demethylmenaquinol methyltransferase activity
GO:0102128	Chalcone synthase activity
GO:0102148	N-acetyl-beta-D-galactosaminidase activity
GO:0102210	Rhamnogalacturonan endolyase activity
GO:0102211	Unsaturated rhamnogalacturonyl hydrolase activity
GO:0102250	Linear malto-oligosaccharide phosphorylase activity
GO:0102306	Benzil reductase [(S)-benzoin-forming] activity
GO:0102481	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase activity
GO:0102482	5-deoxy-D-glucuronate isomerase activity
GO:0102497	Scyllo-inositol dehydrogenase (NADP+) activity
GO:0102499	SHG alpha-glucan phosphorylase activity
GO:0102552	Lipoyl synthase activity (acting on glycine-cleavage complex H protein
GO:0102553	Lipoyl synthase activity (acting on pyruvate dehydrogenase E2 protein)
GO:0102559	protein-(glutamine-N5) methyltransferase activity
GO:0102662	Malonate-semialdehyde dehydrogenase (acetylating, NAD+) activity
GO:0102752	1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)
GO:0102953	Hypoglycin A gamma-glutamyl transpeptidase activity
GO:0102955	S-adenosylmethionine:2-demethylmenaquinol-7 methyltransferase activity
GO:0102971	Phosphinothricin N-acetyltransferase activity
GO:0103031	L-Ala-D/L-Glu epimerase activity
GO:0103045	Methione N-acyltransferase activity
GO:0103047	Methyl beta-D-glucoside 6-phosphate glucohydrolase activity
GO:0103068	Leukotriene C4 gamma-glutamyl transferase activity
GO:0103074	glucose-6-phosphate 3-dehydrogenase activity
GO:0104004	Cellular response to environmental stimulus
GO:0106004	tRNA (guanine-N7)-methylation
GO:0106008	2-oxoglutaramate amidase activity
GO:0106009	(4S)-4-hydroxy-2-oxoglutarate aldolase activity
GO:0106026	Gly-tRNA(Ala) hydrolase activity
GO:0106029	tRNA pseudouridine synthase activity
GO:0106074	aminoacyl-tRNA metabolism involved in translational fidelity
GO:0106130	Purine phosphoribosyltransferase activity
GO:0106141	Flavin prenyltransferase activity
GO:0106310	Protein serine kinase activity
GO:0106312	Methylenetetrahydrofolate reductase NADH activity
GO:0106313	Methylenetetrahydrofolate reductase NADPH activity
GO:0106314	Nitrite reductase NADPH activity
GO:0106316	Nitrite reductase NADH activity
GO:0106345	Glyoxylate reductase activity
GO:0106357	glycerol-1-phosphate dehydrogenase [NAD+] activity
GO:0106358	glycerol-1-phosphate dehydrogenase [NADP+] activity
GO:0106380	Purine ribonucleotide salvage
GO:0106408	Diadenylate cyclase activity
GO:0106409	cyclic-di-AMP phosphodiesterase activity
GO:0106411	XMP 5-nucleosidase activity
GO:0106413	Dihydrouridine synthase activity
GO:0110001	Toxin-antitoxin complex
GO:0110051	Metabolite repair
GO:0110095	Cellular detoxification of aldehyde
GO:0110096	Cellular response to aldehyde
GO:0110165	Cellular anatomical entity
GO:0120159	rRNA pseudouridine synthase activity
GO:0120227	acyl-CoA binding
GO:0120241	2-iminobutanoate/2-iminopropanoate deaminase
GO:0120242	2-iminobutanoate deaminase activity
GO:0120243	2-iminopropanoate deaminase activity
GO:0140078	Class I DNA-(apurinic or apyrimidinic site) endonuclease activity
GO:0140096	Catalytic activity, acting on a protein
GO:0140097	Catalytic activity, acting on DNA
GO:0140098	Catalytic activity, acting on RNA
GO:0140101	Catalytic activity, acting on a tRNA
GO:0140102	Catalytic activity, acting on a rRNA
GO:0140104	Molecular carrier activity
GO:0140110	Transcription regulator activity
GO:0140115	Export across plasma membrane
GO:0140297	DNA-binding transcription factor binding
GO:0140299	Small molecule sensor activity
GO:0140318	Protein transporter activity
GO:0140323	Solute:anion antiporter activity
GO:0140352	Export from cell
GO:0140358	P-type transmembrane transporter activity
GO:0140359	ABC-type transporter activity
GO:0140414	Phosphopantetheine-dependent carrier activity
GO:0140535	Intracellular protein-containing complex
GO:0140546	Defense response to symbiont
GO:0140581	P-type monovalent copper transporter activity
GO:0140597	Protein carrier chaperone
GO:0140612	DNA damage sensor activity
GO:0140640	Catalytic activity, acting on a nucleic acid
GO:0140657	ATP-dependent activity
GO:0140658	ATP-dependent chromatin remodeler activity
GO:0140662	ATP-dependent protein folding chaperone
GO:0140663	ATP-dependent FeS chaperone activity
GO:0140664	ATP-dependent DNA damage sensor activity
GO:0140666	Annealing activity
GO:0140679	ABC-type sodium transporter activity
GO:0140694	Non-membrane-bounded organelle assembly
GO:0140741	tRNA U4 sulfurtransferase
GO:0140784	Metal ion sensor activity
GO:1900190	Regulation of single-species biofilm formation
GO:1900192	Positive regulation of single-species biofilm formation
GO:1900376	Regulation of secondary metabolite biosynthetic process
GO:1900866	Glycolate transport
GO:1901071	Glucosamine-containing compound metabolic process
GO:1901072	Glucosamine-containing compound catabolic process
GO:1901135	Carbohydrate derivative metabolic process
GO:1901136	Carbohydrate derivative catabolic process
GO:1901137	Carbohydrate derivative biosynthetic process
GO:1901159	Xylulose 5-phosphate biosynthetic process
GO:1901264	Carbohydrate derivative transport
GO:1901265	Nucleoside phosphate binding
GO:1901269	Lipooligosaccharide metabolic process
GO:1901271	Lipooligosaccharide biosynthetic process
GO:1901292	Nucleoside phosphate catabolic process
GO:1901293	Nucleoside phosphate biosynthetic process
GO:1901334	Lactone metabolic process
GO:1901336	Lactone biosynthetic process
GO:1901360	Organic cyclic compound metabolic process
GO:1901361	Organic cyclic compound catabolic process
GO:1901362	Organic cyclic compound biosynthetic process
GO:1901363	Heterocyclic compound binding
GO:1901474	Azole transmembrane transporter activity
GO:1901505	Carbohydrate derivative transmembrane transporter activity
GO:1901564	Organonitrogen compound metabolic process
GO:1901565	Organonitrogen compound catabolic process
GO:1901566	Organonitrogen compound biosynthetic process
GO:1901567	Fatty acid derivative binding
GO:1901568	Fatty acid derivative metabolic process
GO:1901570	Fatty acid derivative biosynthetic process
GO:1901575	Organic substance catabolic process
GO:1901576	Organic substance biosynthetic process
GO:1901605	Alpha-amino acid metabolic process
GO:1901606	Alpha-amino acid catabolic process
GO:1901607	Alpha-amino acid biosynthetic process
GO:1901615	Organic hydroxy compound metabolic process
GO:1901616	Organic hydroxy compound catabolic process
GO:1901617	Organic hydroxy compound biosynthetic process
GO:1901618	Organic hydroxy compound transmembrane transporter activity
GO:1901642	Nucleoside transmembrane transport
GO:1901657	Glycosyl compound metabolic process
GO:1901658	Glycosyl compound catabolic process
GO:1901659	Glycosyl compound biosynthetic process
GO:1901661	Quinone metabolic process
GO:1901663	Quinone biosynthetic process
GO:1901678	Iron coordination entity transport
GO:1901681	Sulfur compound binding
GO:1901682	Sulfur compound transmembrane transporter activity
GO:1901698	Response to nitrogen compound
GO:1901699	Cellular response to nitrogen compound
GO:1901700	Response to oxygen-containing compound
GO:1901701	Cellular response to oxygen-containing compound
GO:1901800	Positive regulation of proteasomal protein catabolic process
GO:1901891	Regulation of cell septum assembly
GO:1901893	Positive regulation of cell septum assembly
GO:1901982	Maltose binding
GO:1902021	Regulation of bacterial-type flagellum-dependent cell motility
GO:1902025	Nitrate import
GO:1902115	Regulation of organelle assembly
GO:1902117	Positive regulation of organelle assembly
GO:1902140	Response to inositol
GO:1902141	Cellular response to inositol
GO:1902201	Negative regulation of bacterial-type flagellum-dependent cell motility
GO:1902208	Regulation of bacterial-type flagellum assembly
GO:1902210	Positive regulation of bacterial-type flagellum assembly
GO:1902221	Erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process
GO:1902223	Erythrose 4-phosphate/phosphoenolpyruvate family amino acid biosynthetic process
GO:1902224	Ketone body metabolic process
GO:1902358	Sulfate transmembrane transport
GO:1902475	L-alpha-amino acid transmembrane transport
GO:1902476	Chloride transmembrane transport
GO:1902494	Catalytic complex
GO:1902495	Transmembrane transporter complex
GO:1902531	Regulation of intracellular signal transduction
GO:1902555	Endoribonuclease complex
GO:1902560	GMP reductase complex
GO:1902600	Proton transmembrane transport
GO:1902603	Carnitine transmembrane transport
GO:1902652	Secondary alcohol metabolic process
GO:1902653	Secondary alcohol biosynthetic process
GO:1902679	Negative regulation of RNA biosynthetic process
GO:1902680	Positive regulation of RNA biosynthetic process
GO:1902767	Isoprenoid biosynthetic process via mevalonate
GO:1903008	Organelle disassembly
GO:1903050	Regulation of proteolysis involved in protein catabolic process
GO:1903052	Positive regulation of proteolysis involved in protein catabolic process
GO:1903173	Fatty alcohol metabolic process
GO:1903175	Fatty alcohol biosynthetic process
GO:1903416	Response to glycoside
GO:1903424	Fluoride transmembrane transport
GO:1903425	Fluoride transmembrane transporter activity
GO:1903506	Regulation of nucleic acid-templated transcription
GO:1903507	Negative regulation of nucleic acid-templated transcription
GO:1903508	Positive regulation of nucleic acid-templated transcription
GO:1903509	Liposaccharide metabolic process
GO:1903600	Glutaminase complex
GO:1903785	L-valine transmembrane transport
GO:1903825	Organic acid transmembrane transport
GO:1903830	Magnesium ion transmembrane transport
GO:1904047	S-adenosyl-L-methionine binding
GO:1904659	Glucose transmembrane transport
GO:1904680	Peptide transmembrane transporter activity
GO:1904796	Regulation of core promoter binding
GO:1904797	Negative regulation of core promoter binding
GO:1904798	Positive regulation of core promoter binding
GO:1904823	Purine nucleobase transmembrane transport
GO:1904981	Maltose transmembrane transport
GO:1905039	Carboxylic acid transmembrane transport
GO:1905202	methylcrotonoyl-CoA carboxylase complex
GO:1905267	Endonucleolytic cleavage involved in tRNA processing
GO:1905347	Endodeoxyribonuclease complex
GO:1905368	Peptidase complex
GO:1905369	Endopeptidase complex
GO:1905862	Ferroxidase complex
GO:1990002	Methylglyoxal reductase (NADPH-dependent, acetol producing)
GO:1990060	Maltose transport complex
GO:1990077	Primosome complex
GO:1990107	Thiazole synthase activity
GO:1990112	RQC complex
GO:1990169	Stress response to copper ion
GO:1990170	Stress response to cadmium ion
