IDpg10	IDbsub	BiolProc	MolFun	CellComp
ANY35833.1	BSU29210	GO:0006082 GO:0006139 GO:0006163 GO:0006164 GO:0006629 GO:0006631 GO:0006633 GO:0006637 GO:0006725 GO:0006753 GO:0006790 GO:0006793 GO:0006796 GO:0006807 GO:0008152 GO:0008610 GO:0009058 GO:0009117 GO:0009150 GO:0009152 GO:0009165 GO:0009259 GO:0009260 GO:0009987 GO:0016053 GO:0018130 GO:0019438 GO:0019637 GO:0019693 GO:0019752 GO:0032787 GO:0033865 GO:0033866 GO:0033875 GO:0034030 GO:0034032 GO:0034033 GO:0034641 GO:0034654 GO:0035383 GO:0035384 GO:0043436 GO:0043603 GO:0043604 GO:0044237 GO:0044238 GO:0044249 GO:0044255 GO:0044271 GO:0044272 GO:0044281 GO:0044283 GO:0046390 GO:0046394 GO:0046483 GO:0055086 GO:0071616 GO:0071704 GO:0072330 GO:0072521 GO:0072522 GO:0090407 GO:1901135 GO:1901137 GO:1901293 GO:1901360 GO:1901362 GO:1901564 GO:1901566 GO:1901576 GO:2001293 GO:2001295	GO:0000166 GO:0003824 GO:0003989 GO:0005488 GO:0005524 GO:0008270 GO:0016421 GO:0016740 GO:0016741 GO:0016743 GO:0016874 GO:0016885 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0043169 GO:0046872 GO:0046914 GO:0097159 GO:0097367 GO:1901265 GO:1901363	GO:0005622 GO:0005737 GO:0009317 GO:0032991 GO:0110165 GO:1902494
ANY35834.1	BSU29220		GO:0000166 GO:0003824 GO:0004470 GO:0004471 GO:0004473 GO:0005488 GO:0008948 GO:0016491 GO:0016614 GO:0016615 GO:0016616 GO:0016829 GO:0016830 GO:0016831 GO:0036094 GO:0043167 GO:0043169 GO:0046872 GO:0051287 GO:0097159 GO:1901265 GO:1901363	
ANY35835.1	BSU29230	GO:0006139 GO:0006259 GO:0006260 GO:0006725 GO:0006807 GO:0008152 GO:0009058 GO:0009059 GO:0009987 GO:0018130 GO:0019438 GO:0034641 GO:0034654 GO:0043170 GO:0044237 GO:0044238 GO:0044249 GO:0044260 GO:0044271 GO:0046483 GO:0071704 GO:0071897 GO:0090304 GO:0090305 GO:1901360 GO:1901362 GO:1901576	GO:0003676 GO:0003824 GO:0003887 GO:0004518 GO:0004527 GO:0005488 GO:0008408 GO:0016740 GO:0016772 GO:0016779 GO:0016787 GO:0016788 GO:0034061 GO:0097159 GO:0140097 GO:0140640 GO:1901363	GO:0005622 GO:0005737 GO:0110165
ANY35836.1	BSU29239	GO:0009653 GO:0009987 GO:0030154 GO:0030435 GO:0032502 GO:0043934 GO:0048646 GO:0048856 GO:0048869		GO:0016020 GO:0016021 GO:0031224 GO:0110165
ANY35837.1	BSU29240			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35838.1	BSU29249			
ANY35839.1	BSU29250	GO:0006139 GO:0006725 GO:0006807 GO:0008152 GO:0009987 GO:0034641 GO:0043170 GO:0044237 GO:0044238 GO:0046483 GO:0071704 GO:0090304 GO:0090305 GO:1901360	GO:0003676 GO:0003824 GO:0004518 GO:0004527 GO:0005488 GO:0008252 GO:0008441 GO:0016787 GO:0016788 GO:0016791 GO:0042578 GO:0097159 GO:1901363	
ANY35840.1	BSU29260			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35841.1	BSU29270	GO:0006355 GO:0009889 GO:0010468 GO:0010556 GO:0019219 GO:0019222 GO:0031323 GO:0031326 GO:0050789 GO:0050794 GO:0051171 GO:0051252 GO:0060255 GO:0065007 GO:0080090 GO:1903506 GO:2001141	GO:0003700 GO:0140110	
ANY35842.1	BSU39350	GO:0006082 GO:0006520 GO:0006536 GO:0006547 GO:0006548 GO:0006807 GO:0008152 GO:0009056 GO:0009063 GO:0009064 GO:0009987 GO:0015942 GO:0016054 GO:0019556 GO:0019557 GO:0019752 GO:0032787 GO:0034641 GO:0043436 GO:0043603 GO:0043606 GO:0043648 GO:0044237 GO:0044238 GO:0044248 GO:0044281 GO:0044282 GO:0046395 GO:0071704 GO:1901564 GO:1901565 GO:1901575 GO:1901605	GO:0003824 GO:0004397 GO:0016829 GO:0016840 GO:0016841	GO:0005622 GO:0005737 GO:0110165
ANY35843.1	BSU29280			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35844.1	BSU29290		GO:0003824 GO:0016787	
ANY35845.1	BSU29300	GO:0006139 GO:0006725 GO:0006753 GO:0006766 GO:0006767 GO:0006771 GO:0006793 GO:0006796 GO:0006807 GO:0008152 GO:0009058 GO:0009110 GO:0009117 GO:0009123 GO:0009124 GO:0009156 GO:0009161 GO:0009165 GO:0009231 GO:0009259 GO:0009260 GO:0009398 GO:0009987 GO:0018130 GO:0019438 GO:0019637 GO:0019693 GO:0034641 GO:0034654 GO:0042364 GO:0042726 GO:0042727 GO:0044237 GO:0044238 GO:0044249 GO:0044271 GO:0044281 GO:0044283 GO:0046390 GO:0046444 GO:0046483 GO:0055086 GO:0071704 GO:0090407 GO:1901135 GO:1901137 GO:1901293 GO:1901360 GO:1901362 GO:1901564 GO:1901566 GO:1901576	GO:0000166 GO:0003824 GO:0005488 GO:0005524 GO:0008531 GO:0016301 GO:0016740 GO:0016772 GO:0016773 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:1901265 GO:1901363	
ANY35846.1	BSU29310		GO:0003824 GO:0004497 GO:0016491 GO:0016705	
ANY35847.1	BSU29320	GO:0006091 GO:0008152 GO:0009987 GO:0019725 GO:0022900 GO:0042592 GO:0044237 GO:0045454 GO:0050789 GO:0050794 GO:0065007 GO:0065008	GO:0003824 GO:0009055 GO:0015035 GO:0015036 GO:0016491 GO:0016667 GO:0097573 GO:0140096	
ANY35848.1	BSU29330		GO:0003824 GO:0016491 GO:0016705	GO:0005622 GO:0005737 GO:0005829 GO:0110165
ANY35849.1	BSU29340	GO:0003333 GO:0006810 GO:0006865 GO:0009987 GO:0015849 GO:0051179 GO:0051234 GO:0055085 GO:0071702 GO:0071705 GO:1903825 GO:1905039	GO:0000166 GO:0005215 GO:0005342 GO:0005488 GO:0005524 GO:0015171 GO:0015399 GO:0015424 GO:0017076 GO:0022804 GO:0022857 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0033283 GO:0033284 GO:0035639 GO:0036094 GO:0042626 GO:0043167 GO:0043168 GO:0046943 GO:0097159 GO:0097367 GO:0140359 GO:0140657 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0071944 GO:0110165
ANY35850.1	BSU29350	GO:0006810 GO:0006865 GO:0009987 GO:0015849 GO:0051179 GO:0051234 GO:0055085 GO:0071702 GO:0071705	GO:0005215 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0032991 GO:0043190 GO:0071944 GO:0098533 GO:0098796 GO:0098797 GO:0110165 GO:1902495 GO:1990351
ANY35851.1	BSU29360	GO:0006810 GO:0006865 GO:0009987 GO:0015849 GO:0051179 GO:0051234 GO:0055085 GO:0071702 GO:0071705	GO:0005215 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0032991 GO:0043190 GO:0071944 GO:0098533 GO:0098796 GO:0098797 GO:0110165 GO:1902495 GO:1990351
ANY35852.1	BSU29370	GO:0006810 GO:0006865 GO:0015849 GO:0051179 GO:0051234 GO:0071702 GO:0071705		GO:0005886 GO:0016020 GO:0071944 GO:0110165
ANY35853.1	BSU29380	GO:0006810 GO:0006865 GO:0015849 GO:0051179 GO:0051234 GO:0071702 GO:0071705		GO:0005886 GO:0016020 GO:0071944 GO:0110165
ANY35854.1	BSU29390		GO:0003824 GO:0008080 GO:0016407 GO:0016410 GO:0016740 GO:0016746 GO:0016747	
ANY35855.1	BSU29400	GO:0006355 GO:0009889 GO:0010468 GO:0010556 GO:0019219 GO:0019222 GO:0031323 GO:0031326 GO:0050789 GO:0050794 GO:0051171 GO:0051252 GO:0060255 GO:0065007 GO:0080090 GO:1903506 GO:2001141	GO:0003676 GO:0003677 GO:0003700 GO:0005488 GO:0097159 GO:0140110 GO:1901363	GO:0005622 GO:0005737 GO:0005829 GO:0110165
ANY35856.1	BSU29410		GO:0003824 GO:0016787	
ANY35857.1	BSU29420	GO:0006082 GO:0006629 GO:0006631 GO:0006633 GO:0008152 GO:0008610 GO:0009058 GO:0009987 GO:0016053 GO:0019752 GO:0030497 GO:0032787 GO:0043436 GO:0044237 GO:0044238 GO:0044249 GO:0044255 GO:0044281 GO:0044283 GO:0046394 GO:0071704 GO:0072330 GO:1901576	GO:0003824 GO:0016491 GO:0016614 GO:0016616	
ANY35858.1	BSU29430			
ANY35859.1	BSU29440	GO:0006082 GO:0006520 GO:0006525 GO:0006526 GO:0006591 GO:0006807 GO:0008152 GO:0008652 GO:0009058 GO:0009064 GO:0009084 GO:0009987 GO:0016053 GO:0019752 GO:0042450 GO:0043436 GO:0044237 GO:0044238 GO:0044249 GO:0044281 GO:0044283 GO:0046394 GO:0071704 GO:1901564 GO:1901566 GO:1901576 GO:1901605 GO:1901607	GO:0003824 GO:0004056 GO:0016829 GO:0016840 GO:0016842	GO:0005622 GO:0005737 GO:0005829 GO:0110165
ANY35860.1	BSU29450	GO:0000050 GO:0000053 GO:0006082 GO:0006520 GO:0006525 GO:0006526 GO:0006575 GO:0006807 GO:0008152 GO:0008652 GO:0009058 GO:0009064 GO:0009084 GO:0009987 GO:0016053 GO:0019627 GO:0019752 GO:0034641 GO:0043436 GO:0043603 GO:0043604 GO:0044237 GO:0044238 GO:0044249 GO:0044271 GO:0044281 GO:0044283 GO:0046394 GO:0071704 GO:0071941 GO:0072350 GO:1901564 GO:1901566 GO:1901576 GO:1901605 GO:1901607	GO:0000166 GO:0003824 GO:0004055 GO:0005488 GO:0005524 GO:0016874 GO:0016879 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:1901265 GO:1901363	GO:0005622 GO:0005737 GO:0110165
ANY35861.1	BSU29460	GO:0006777 GO:0006793 GO:0006796 GO:0006807 GO:0008152 GO:0009058 GO:0009987 GO:0018130 GO:0019538 GO:0019637 GO:0019720 GO:0043170 GO:0043545 GO:0044237 GO:0044238 GO:0044249 GO:0046483 GO:0051189 GO:0071704 GO:0090407 GO:1901360 GO:1901362 GO:1901564 GO:1901566 GO:1901576		GO:0005622 GO:0005737 GO:0005829 GO:0110165
ANY36641.1	BSU29470	GO:0006082 GO:0006083 GO:0006084 GO:0006085 GO:0006139 GO:0006163 GO:0006164 GO:0006637 GO:0006725 GO:0006753 GO:0006790 GO:0006793 GO:0006796 GO:0006807 GO:0008152 GO:0009058 GO:0009117 GO:0009150 GO:0009152 GO:0009165 GO:0009259 GO:0009260 GO:0009987 GO:0016310 GO:0018130 GO:0019438 GO:0019637 GO:0019693 GO:0019752 GO:0032787 GO:0033865 GO:0033866 GO:0033875 GO:0034030 GO:0034032 GO:0034033 GO:0034641 GO:0034654 GO:0035383 GO:0035384 GO:0043436 GO:0043603 GO:0043604 GO:0044237 GO:0044238 GO:0044249 GO:0044271 GO:0044272 GO:0044281 GO:0046390 GO:0046483 GO:0055086 GO:0071616 GO:0071704 GO:0072521 GO:0072522 GO:0090407 GO:1901135 GO:1901137 GO:1901293 GO:1901360 GO:1901362 GO:1901564 GO:1901566 GO:1901576	GO:0000166 GO:0000287 GO:0003824 GO:0005488 GO:0005524 GO:0008776 GO:0016301 GO:0016740 GO:0016772 GO:0016774 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0043169 GO:0046872 GO:0097159 GO:0097367 GO:1901265 GO:1901363	GO:0005622 GO:0005737 GO:0110165
ANY35862.1	BSU29480	GO:0006139 GO:0006259 GO:0006304 GO:0006305 GO:0006306 GO:0006725 GO:0006807 GO:0008152 GO:0009987 GO:0032259 GO:0034641 GO:0043170 GO:0043412 GO:0043414 GO:0044237 GO:0044238 GO:0044260 GO:0044728 GO:0046483 GO:0071704 GO:0090304 GO:1901360	GO:0003676 GO:0003677 GO:0003824 GO:0005488 GO:0008168 GO:0008170 GO:0016740 GO:0016741 GO:0097159 GO:1901363	
ANY35863.1	BSU29490	GO:0009636 GO:0009987 GO:0042221 GO:0050896 GO:0051716 GO:0070887 GO:0097237 GO:0098754 GO:0098869 GO:1990748	GO:0003824 GO:0004601 GO:0008379 GO:0016209 GO:0016491 GO:0016684 GO:0051920	
ANY35864.1	BSU29500	GO:0009653 GO:0009987 GO:0030154 GO:0030435 GO:0032502 GO:0043934 GO:0048646 GO:0048856 GO:0048869		
ANY35865.1	BSU29510			
ANY35866.1	BSU29520			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35867.1	BSU29530	GO:0006508 GO:0006807 GO:0008152 GO:0019538 GO:0043170 GO:0044238 GO:0071704 GO:1901564	GO:0003824 GO:0008233 GO:0008236 GO:0016787 GO:0017171 GO:0140096	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0045121 GO:0071944 GO:0098857 GO:0110165
ANY35868.1	BSU29540	GO:0006139 GO:0006725 GO:0006739 GO:0006741 GO:0006753 GO:0006793 GO:0006796 GO:0006807 GO:0008152 GO:0009058 GO:0009117 GO:0009165 GO:0009987 GO:0016310 GO:0018130 GO:0019359 GO:0019362 GO:0019363 GO:0019438 GO:0019637 GO:0019674 GO:0034641 GO:0034654 GO:0044237 GO:0044238 GO:0044249 GO:0044271 GO:0044281 GO:0046483 GO:0046496 GO:0055086 GO:0071704 GO:0072524 GO:0072525 GO:0090407 GO:1901293 GO:1901360 GO:1901362 GO:1901564 GO:1901566 GO:1901576	GO:0000166 GO:0003824 GO:0003951 GO:0005488 GO:0005524 GO:0016301 GO:0016740 GO:0016772 GO:0016773 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0043169 GO:0046872 GO:0051287 GO:0097159 GO:0097367 GO:1901265 GO:1901363	GO:0005622 GO:0005737 GO:0110165
ANY35869.1	BSU29550		GO:0003824 GO:0016787 GO:0016810	
ANY35870.1	BSU29560	GO:0006082 GO:0006139 GO:0006163 GO:0006629 GO:0006631 GO:0006633 GO:0006637 GO:0006725 GO:0006753 GO:0006790 GO:0006793 GO:0006796 GO:0006807 GO:0008152 GO:0008610 GO:0009058 GO:0009117 GO:0009150 GO:0009259 GO:0009987 GO:0016053 GO:0019637 GO:0019693 GO:0019752 GO:0032787 GO:0033865 GO:0033875 GO:0034032 GO:0034641 GO:0035383 GO:0043436 GO:0043603 GO:0044237 GO:0044238 GO:0044249 GO:0044255 GO:0044281 GO:0044283 GO:0046394 GO:0046483 GO:0055086 GO:0071704 GO:0072330 GO:0072521 GO:1901135 GO:1901360 GO:1901564 GO:1901576	GO:0000166 GO:0003824 GO:0004321 GO:0005488 GO:0005524 GO:0015645 GO:0016408 GO:0016740 GO:0016746 GO:0016747 GO:0016874 GO:0016877 GO:0016878 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:0140657 GO:1901265 GO:1901363	
ANY35871.1	BSU29570	GO:0006139 GO:0006259 GO:0006265 GO:0006725 GO:0006807 GO:0006996 GO:0008152 GO:0009653 GO:0009987 GO:0016043 GO:0030154 GO:0030435 GO:0032502 GO:0034641 GO:0043170 GO:0043934 GO:0044237 GO:0044238 GO:0044260 GO:0046483 GO:0048646 GO:0048856 GO:0048869 GO:0051276 GO:0071103 GO:0071704 GO:0071840 GO:0090304 GO:1901360	GO:0003676 GO:0003677 GO:0003690 GO:0005488 GO:0097159 GO:1901363	
ANY35872.1	BSU29580	GO:0002937 GO:0006066 GO:0006139 GO:0006396 GO:0006399 GO:0006400 GO:0006725 GO:0006766 GO:0006767 GO:0006772 GO:0006790 GO:0006793 GO:0006796 GO:0006807 GO:0008033 GO:0008152 GO:0009058 GO:0009110 GO:0009228 GO:0009229 GO:0009451 GO:0009987 GO:0010467 GO:0016070 GO:0018130 GO:0018131 GO:0019438 GO:0019637 GO:0034227 GO:0034308 GO:0034309 GO:0034470 GO:0034641 GO:0034660 GO:0042357 GO:0042364 GO:0042723 GO:0042724 GO:0043170 GO:0043412 GO:0044237 GO:0044238 GO:0044249 GO:0044271 GO:0044272 GO:0044281 GO:0044283 GO:0046165 GO:0046483 GO:0046484 GO:0052837 GO:0052838 GO:0071704 GO:0072527 GO:0072528 GO:0090304 GO:0090407 GO:1901360 GO:1901362 GO:1901564 GO:1901566 GO:1901576 GO:1901615 GO:1901617	GO:0000049 GO:0000166 GO:0003676 GO:0003723 GO:0003824 GO:0004652 GO:0004810 GO:0005488 GO:0005524 GO:0016740 GO:0016772 GO:0016779 GO:0016782 GO:0016783 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0070566 GO:0097159 GO:0097367 GO:0140098 GO:0140101 GO:0140640 GO:0140741 GO:1901265 GO:1901363 GO:1990817	GO:0005622 GO:0005737 GO:0005829 GO:0110165
ANY35873.1	BSU29590		GO:0003824 GO:0005488 GO:0016740 GO:0016782 GO:0016783 GO:0031071 GO:0043167 GO:0043169 GO:0046872 GO:0051536 GO:0051540	
ANY35874.1	BSU29600	GO:0003333 GO:0006810 GO:0006811 GO:0006812 GO:0006820 GO:0006865 GO:0009987 GO:0015711 GO:0015803 GO:0015804 GO:0015807 GO:0015818 GO:0015820 GO:0015829 GO:0015849 GO:0034220 GO:0046942 GO:0051179 GO:0051234 GO:0055085 GO:0071702 GO:0071705 GO:0098655 GO:0098656 GO:1902475 GO:1903785 GO:1903825 GO:1905039	GO:0005215 GO:0005304 GO:0005342 GO:0008324 GO:0008509 GO:0008514 GO:0015075 GO:0015171 GO:0015175 GO:0015179 GO:0015188 GO:0015190 GO:0015658 GO:0022857 GO:0046943	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35875.1	BSU29610	GO:0000910 GO:0000917 GO:0000921 GO:0006996 GO:0007010 GO:0007049 GO:0009987 GO:0016043 GO:0022402 GO:0022607 GO:0031106 GO:0032185 GO:0032506 GO:0043933 GO:0044085 GO:0048518 GO:0048522 GO:0050789 GO:0050794 GO:0051301 GO:0051302 GO:0051781 GO:0065003 GO:0065007 GO:0070925 GO:0071840 GO:0090529 GO:0140694		GO:0005622 GO:0005737 GO:0005856 GO:0005886 GO:0005938 GO:0005940 GO:0016020 GO:0016021 GO:0031224 GO:0032156 GO:0043226 GO:0043228 GO:0043229 GO:0043232 GO:0045121 GO:0071944 GO:0098857 GO:0110165
ANY35876.1	BSU29620	GO:0000105 GO:0006082 GO:0006520 GO:0006547 GO:0006807 GO:0008152 GO:0008652 GO:0009058 GO:0009987 GO:0016053 GO:0019752 GO:0043436 GO:0044237 GO:0044238 GO:0044249 GO:0044281 GO:0044283 GO:0046394 GO:0071704 GO:1901564 GO:1901566 GO:1901576	GO:0003824 GO:0004401 GO:0016787 GO:0016788 GO:0016791 GO:0042578	
ANY35877.1	BSU29630	GO:0006355 GO:0009889 GO:0010468 GO:0010556 GO:0019219 GO:0019222 GO:0031323 GO:0031326 GO:0050789 GO:0050794 GO:0051171 GO:0051252 GO:0060255 GO:0065007 GO:0080090 GO:1903506 GO:2001141	GO:0000976 GO:0001067 GO:0003676 GO:0003677 GO:0003690 GO:0003700 GO:0005488 GO:0043565 GO:0097159 GO:0140110 GO:1901363 GO:1990837	
ANY35878.1	BSU29640		GO:0003824 GO:0016491 GO:0016667 GO:0016671 GO:0070191	GO:0005622 GO:0005737 GO:0005829 GO:0110165
ANY35879.1	BSU29650	GO:0007155 GO:0009987 GO:0031589 GO:0040012 GO:0040013 GO:0042710 GO:0043708 GO:0043709 GO:0044010 GO:0048519 GO:0048523 GO:0050789 GO:0050794 GO:0051703 GO:0065007 GO:0090605 GO:0090609 GO:0098630 GO:0098743 GO:1902021 GO:1902201 GO:2000145 GO:2000146	GO:0003824 GO:0016740 GO:0016772 GO:0016779 GO:0052621	GO:0005886 GO:0016020 GO:0071944 GO:0110165
ANY35880.1	BSU29660	GO:0006412 GO:0006417 GO:0006450 GO:0006518 GO:0006807 GO:0008152 GO:0009058 GO:0009059 GO:0009889 GO:0009891 GO:0009893 GO:0009987 GO:0010467 GO:0010468 GO:0010556 GO:0010557 GO:0010604 GO:0010608 GO:0010628 GO:0019222 GO:0019538 GO:0031323 GO:0031325 GO:0031326 GO:0031328 GO:0034248 GO:0034250 GO:0034641 GO:0034645 GO:0043043 GO:0043170 GO:0043603 GO:0043604 GO:0044237 GO:0044238 GO:0044249 GO:0044260 GO:0044271 GO:0045727 GO:0045903 GO:0048518 GO:0048522 GO:0050789 GO:0050794 GO:0051171 GO:0051173 GO:0051246 GO:0051247 GO:0060255 GO:0065007 GO:0065008 GO:0071704 GO:0080090 GO:1901564 GO:1901566 GO:1901576 GO:2000112	GO:0003676 GO:0003723 GO:0003735 GO:0005198 GO:0005488 GO:0019843 GO:0097159 GO:1901363	GO:0005622 GO:0005840 GO:0015935 GO:0032991 GO:0043226 GO:0043228 GO:0043229 GO:0043232 GO:0044391 GO:0110165 GO:1990904
ANY35881.1	BSU02760	GO:0006810 GO:0006811 GO:0006812 GO:0006814 GO:0009987 GO:0030001 GO:0034220 GO:0035725 GO:0051179 GO:0051234 GO:0055085 GO:0098655 GO:0098660 GO:0098662	GO:0005215 GO:0008324 GO:0008554 GO:0015075 GO:0015081 GO:0015318 GO:0015399 GO:0015662 GO:0019829 GO:0022804 GO:0022853 GO:0022857 GO:0022890 GO:0042626 GO:0046873 GO:0140358 GO:0140359 GO:0140657 GO:0140679	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35882.1	BSU29670	GO:0006082 GO:0006139 GO:0006399 GO:0006412 GO:0006418 GO:0006437 GO:0006518 GO:0006520 GO:0006725 GO:0006807 GO:0008152 GO:0009058 GO:0009059 GO:0009987 GO:0010467 GO:0016070 GO:0019538 GO:0019752 GO:0034641 GO:0034645 GO:0034660 GO:0043038 GO:0043039 GO:0043043 GO:0043170 GO:0043436 GO:0043603 GO:0043604 GO:0044237 GO:0044238 GO:0044249 GO:0044260 GO:0044271 GO:0044281 GO:0046483 GO:0071704 GO:0090304 GO:1901360 GO:1901564 GO:1901566 GO:1901576	GO:0000166 GO:0003676 GO:0003723 GO:0003824 GO:0004812 GO:0004831 GO:0005488 GO:0005524 GO:0016874 GO:0016875 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:0140098 GO:0140101 GO:0140640 GO:1901265 GO:1901363	GO:0005622 GO:0005737 GO:0005829 GO:0110165
ANY35883.1	BSU29680	GO:0006084 GO:0006085 GO:0006139 GO:0006163 GO:0006164 GO:0006637 GO:0006725 GO:0006753 GO:0006790 GO:0006793 GO:0006796 GO:0006807 GO:0008152 GO:0009058 GO:0009117 GO:0009150 GO:0009152 GO:0009165 GO:0009259 GO:0009260 GO:0009987 GO:0018130 GO:0019438 GO:0019637 GO:0019693 GO:0033865 GO:0033866 GO:0033875 GO:0034030 GO:0034032 GO:0034033 GO:0034641 GO:0034654 GO:0035383 GO:0035384 GO:0043603 GO:0043604 GO:0044237 GO:0044238 GO:0044249 GO:0044271 GO:0044272 GO:0044281 GO:0046390 GO:0046483 GO:0055086 GO:0071616 GO:0071704 GO:0072521 GO:0072522 GO:0090407 GO:1901135 GO:1901137 GO:1901293 GO:1901360 GO:1901362 GO:1901564 GO:1901566 GO:1901576	GO:0000166 GO:0003824 GO:0003987 GO:0005488 GO:0005524 GO:0016405 GO:0016874 GO:0016877 GO:0016878 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0043169 GO:0046872 GO:0097159 GO:0097367 GO:1901265 GO:1901363	GO:0005622 GO:0005737 GO:0005829 GO:0005886 GO:0016020 GO:0045121 GO:0071944 GO:0098857 GO:0110165
ANY35884.1	BSU29690	GO:0006066 GO:0006355 GO:0007154 GO:0007584 GO:0008152 GO:0009056 GO:0009605 GO:0009653 GO:0009847 GO:0009889 GO:0009890 GO:0009892 GO:0009987 GO:0009991 GO:0010033 GO:0010034 GO:0010468 GO:0010556 GO:0010558 GO:0010605 GO:0019219 GO:0019222 GO:0019751 GO:0030154 GO:0030435 GO:0031323 GO:0031324 GO:0031326 GO:0031327 GO:0031667 GO:0031668 GO:0031669 GO:0031670 GO:0032502 GO:0034077 GO:0034078 GO:0034311 GO:0034313 GO:0042180 GO:0042182 GO:0042221 GO:0042844 GO:0042846 GO:0043934 GO:0044237 GO:0044248 GO:0044281 GO:0044282 GO:0045013 GO:0045014 GO:0045149 GO:0045150 GO:0045892 GO:0045934 GO:0045990 GO:0046015 GO:0046164 GO:0046174 GO:0048519 GO:0048523 GO:0048646 GO:0048856 GO:0048869 GO:0050789 GO:0050794 GO:0050896 GO:0051171 GO:0051172 GO:0051252 GO:0051253 GO:0051716 GO:0060255 GO:0061984 GO:0061985 GO:0061986 GO:0065007 GO:0070887 GO:0071310 GO:0071311 GO:0071496 GO:0071704 GO:0080090 GO:1901575 GO:1901615 GO:1901616 GO:1901700 GO:1901701 GO:1902652 GO:1902679 GO:1903506 GO:1903507 GO:2001141	GO:0003824 GO:0008080 GO:0016407 GO:0016410 GO:0016491 GO:0016614 GO:0016616 GO:0016740 GO:0016746 GO:0016747 GO:0019152 GO:0043894	
ANY35885.1	BSU29700	GO:0006066 GO:0008152 GO:0009056 GO:0009653 GO:0009987 GO:0030154 GO:0030435 GO:0032502 GO:0042180 GO:0042182 GO:0043934 GO:0044237 GO:0044248 GO:0044281 GO:0044282 GO:0045149 GO:0045150 GO:0046164 GO:0048646 GO:0048856 GO:0048869 GO:0071704 GO:1901575 GO:1901615 GO:1901616 GO:1902652		
ANY35886.1	BSU29710	GO:0006066 GO:0008152 GO:0009056 GO:0009653 GO:0009987 GO:0030154 GO:0030435 GO:0032502 GO:0042180 GO:0042182 GO:0043934 GO:0044237 GO:0044248 GO:0044281 GO:0044282 GO:0045149 GO:0045150 GO:0046164 GO:0048646 GO:0048856 GO:0048869 GO:0071704 GO:1901575 GO:1901615 GO:1901616 GO:1902652		
ANY35887.1	BSU29720			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
ANY35888.1	BSU29730	GO:0001539 GO:0009987 GO:0048870 GO:0071973 GO:0071978 GO:0097588		GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
